Symbol,Name,Sector,Industry,Country,Currency,Exchange,Website,Current Price,Market Cap,Enterprise Value,PE Ratio,Forward PE,PEG Ratio,Price to Book,Price to Sales,Book Value per Share,Revenue per Share,Revenue Growth (YoY),Earnings Growth (YoY),EBITDA Margins,Gross Margins,Operating Margins,Profit Margins,Dividend Rate,Dividend Yield,Payout Ratio,Five-Year Avg. Dividend Yield,Ex-Dividend Date,Free Cash Flow,Operating Cash Flow,Total Cash,Cash per Share,Total Debt,Net Debt,Debt to Equity,Current Ratio,Quick Ratio,Beta,52-Week High,52-Week Low,Average Volume,Regular Market Volume,Current Price Change (%),1-Year Return,Insider Ownership,Institutional Ownership,Short Ratio,Target High Price,Target Low Price,Target Mean Price,Recommendation Mean,Number of Analyst Opinions,Return on Assets,Return on Equity,Enterprise to EBITDA,Trailing EPS,Forward EPS,Total Revenue
AES,The AES Corporation,Utilities,Utilities - Diversified,United States,USD,NYQ,https://www.aes.com,13.75,9776621568,43192512512,9.548611,6.69406,N/A,2.971688,0.7958826,4.627,17.668,-0.042,1.206,0.27141002,0.19440001,0.20158,0.08344,0.69,0.0502,0.4746,3.07,1730419200,-8318249984,2388999936,1980999936,2.786,30150000640,N/A,352.879,0.851,0.311,1.09,22.21,13.27,10249277,11809573,N/A,-0.18746305,0.00455,0.99821997,2.71,25.0,16.0,21.21091,1.78571,11,0.028369999,-0.02549,12.955,1.44,2.03,12284000256
AFL,Aflac Incorporated,Financial Services,Insurance - Life,United States,USD,NYQ,https://www.aflac.com,111.13,61735825408,65527402496,16.51263,15.49915,N/A,2.491648,3.5681324,44.601,30.368,-0.404,N/A,0.27622998,0.45196998,0.04815,0.22015,2.0,0.018,0.28530002,2.36,1732060800,2892499968,2956000000,9164000256,16.496,12449999872,N/A,50.141,1.492,1.349,0.958,115.5,75.08,2220947,1036523,N/A,0.35921383,0.1014,0.60438,4.41,124.0,90.0,103.83333,3.0,12,0.0235,0.16038,13.711,6.73,7.17,17301999616
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,United States,USD,NYQ,https://www.aig.com,75.3,46969810944,44439842816,14.970179,11.303947,N/A,1.0537659,1.0368841,71.458,67.45,-0.086,-0.747,0.18766001,0.27963,0.105100006,-0.04876,1.6,0.0212,0.3022,2.62,1734307200,23808874496,4767000064,13248000000,21.239,10053999616,N/A,22.306,0.644,0.232,1.069,80.83,64.54,3917304,3145078,N/A,0.17454207,0.0025499999,0.94104,2.53,96.0,75.0,84.23529,2.22222,17,0.00827,0.085,5.228,5.03,6.71,45298999296
AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualty,United States,USD,NYQ,https://www.assurant.com,219.17,11240658944,11309382656,15.655,12.128103,N/A,2.1426127,0.95617986,102.291,223.621,0.07,-0.28,0.10564,0.106809996,0.059710003,0.06307,2.88,0.013099999,0.2057,1.86,1725321600,1712562560,1592499968,2138400000,41.694,2082499968,N/A,39.627,0.427,0.143,0.568,221.94,160.12,343607,360076,N/A,0.35171402,0.00601,0.98762,2.33,240.0,212.0,229.6,1.66667,5,0.01873,0.15215,9.107,14.0,17.92,11755799552
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,United States,USD,NYQ,https://www.ajg.com,292.49,64185757696,70996942848,55.818703,25.825426,N/A,5.266958,6.016832,55.533,48.957,0.119,0.086,0.31705,0.43515,0.18721001,0.10988,2.4,0.0082,0.44849998,1.25,1733443200,2754050048,2537200128,2022400000,9.218,8580100096,N/A,70.273,1.059,0.171,0.727,301.04,218.63,860033,692022,N/A,0.16972792,0.01118,0.88003,3.02,325.0,250.0,293.2,2.42105,17,0.02923,0.10321999,20.991,5.24,11.28,10667700224
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,United States,USD,NMS,https://www.akamai.com,87.36,13123831808,15864552448,25.846153,12.971952,N/A,2.7447531,3.30888,31.828,26.167,0.041,-0.635,0.28198,0.59678,0.15695,0.13266,N/A,N/A,N/A,N/A,N/A,682680000,1564576000,1699204992,11.311,4650246144,N/A,96.999,1.328,1.208,0.678,129.17,84.71,1595136,2335825,N/A,-0.24311,0.018380001,0.9872,7.06,140.0,76.0,113.15619,1.875,21,0.041890003,0.11541,14.185,3.38,6.68,3966245888
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,United States,USD,NYQ,https://www.albemarle.com,106.45,12512133120,16755149824,N/A,92.512924,N/A,1.5629128,1.9243579,68.11,55.351,-0.414,N/A,-0.14380999,-0.11823,-0.20657,-0.28798,1.62,0.0152,0.5797,1.15,1734048000,-1791566336,603174976,1664519040,14.161,3706776064,N/A,35.334,2.444,1.509,1.551,153.54,71.97,2542533,1911806,N/A,-0.17821312,0.00345,0.93184,5.74,225.0,73.0,116.40769,2.42857,26,-0.051760003,-0.17662,-17.918,-16.76,1.84,6501978112
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,NMS,https://www.aligntech.com,222.58,16616288256,16248406016,38.047863,21.689539,N/A,4.2185664,4.1954827,52.762,52.669,0.018,-0.019,0.20708,0.7032,0.16604,0.111490004,N/A,N/A,N/A,N/A,N/A,413269120,499051008,1041934976,13.957,127603000,N/A,3.235,1.259,1.067,1.65,335.4,196.09,762211,586763,N/A,0.05803299,0.06603,0.89515,3.32,320.0,200.0,261.24,2.125,13,0.06696,0.11401,19.811,5.85,10.26,3960518912
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,United States,USD,NYQ,https://www.allstate.com,196.6,52060274688,55195746304,12.708468,10.365563,N/A,2.760073,0.8338716,71.23,236.821,0.147,N/A,0.0992,0.22216,0.093219995,0.067719996,3.68,0.0187,0.2359,2.39,1732838400,2982249984,8450999808,7810999808,29.497,8092000256,N/A,38.833,0.431,0.256,0.481,201.0,134.17,1479693,879564,N/A,0.46939528,0.00579,0.78336,1.38,267.0,138.0,218.5,2.16667,16,0.03271,0.23783001,8.913,15.47,19.03,62432002048
ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,USD,NYQ,https://www.allegion.com,138.12,12006674432,13686372352,21.216589,17.725122,N/A,7.642339,3.2241337,18.073,42.584,0.054,0.124,0.23856,0.43960997,0.22242,0.15359999,1.92,0.0139,0.2908,1.3,1726790400,483849984,675500032,878899968,10.111,2558599936,N/A,162.864,1.706,1.226,1.123,156.1,103.19,774895,522415,N/A,0.32454383,0.00189,0.96211,1.82,165.0,110.0,148.112,N/A,10,0.10704,0.40822,15.406,6.51,7.79,3724000000
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,NMS,https://www.appliedmaterials.com,169.31,139579834368,150907158528,19.687208,15.716244,N/A,7.408655,5.1977296,22.853,32.344,0.055,0.108,0.3055,0.47408,0.28652,0.27743,1.6,0.0086,0.1528,0.93,1732147200,4395624960,7656999936,9102999552,11.042,6671000064,N/A,35.409,2.86,1.947,1.551,255.89,144.57,6540469,8355502,N/A,0.14215946,0.0029699998,0.83852,2.78,250.0,155.0,219.26485,1.86111,31,0.15205,0.4391,18.394,8.6,9.69,26854000640
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,USD,NYQ,https://www.amcor.com,9.89,14393016320,22153082880,18.66038,12.611901,N/A,3.645411,1.0622152,2.713,9.415,-0.026,0.257,0.14052,0.20118,0.105579995,0.056750003,0.51,0.0502,0.9398,4.25,1732147200,511750016,1187000064,432000000,0.299,7850999808,N/A,196.619,1.288,0.591,0.863,11.48,8.78,7385485,44831548,N/A,0.09375,0.0033399998,0.54322,3.33,11.8,10.0,10.88889,3.0,9,0.049450003,0.1958,11.635,0.53,0.79,13550000128
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,USD,NMS,https://www.amd.com,139.39,226203484160,223150620672,123.35398,27.140749,N/A,3.969981,9.310701,35.111,15.011,0.176,1.611,0.18436001,0.52122,0.10617,0.07516,N/A,N/A,N/A,N/A,798940800,2221374976,2123000064,4544000000,2.8,2238000128,N/A,3.927,2.498,1.575,1.706,227.3,116.37,36097180,22967020,N/A,0.13402987,0.00493,0.71817,1.49,250.0,146.0,185.02637,1.60417,44,0.01249,0.03262,49.822,1.13,5.1,24295000064
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,United States,USD,NYQ,https://www.ametek.com,193.46,44748849152,46858960896,33.645218,26.462692,N/A,4.685623,6.475521,41.288,29.894,0.053,N/A,0.30944002,0.35406,0.25642002,0.19271,1.12,0.0058,0.1899,0.63,1733443200,1273526272,1819489024,396265984,1.713,2557328896,N/A,26.778,1.39,0.771,1.163,196.7,149.03,1212576,1321008,N/A,0.24150336,0.00427,0.8787,1.99,221.0,157.12,196.34132,1.9375,15,0.078940004,0.14886,21.913,5.75,7.3,6910462976
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,USD,NMS,https://www.amgen.com,279.95,153100468224,201229615104,35.753513,13.567342,N/A,19.990719,4.7058606,14.004,60.641,0.232,0.621,0.37644002,0.60589004,0.24156,0.13002,9.0,0.0323,1.1341001,2.95,1731888000,4574875136,7256999936,9011000320,16.764,60397998080,N/A,802.418,1.318,0.804,0.599,346.85,260.68,2094998,2944243,N/A,0.053554535,0.00248,0.80877995,5.11,405.0,200.0,334.05963,2.39394,27,0.04597,0.5572,16.431,7.83,20.67,32533999616
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,United States,USD,NYQ,https://www.ameriprise.com,562.56,54576533504,47851110400,21.504587,14.613136,N/A,9.569951,3.1284916,58.784,170.862,0.119,-0.386,N/A,0.56349,0.34145,0.15517001,5.92,0.0105,0.2164,1.8,1730678400,4073125120,8354999808,10817999872,111.509,3852000000,N/A,67.402,2.972,2.157,1.334,569.47,345.43,425787,338454,N/A,0.612005,0.00174,0.8725,2.75,630.0,415.0,536.9,2.28571,10,0.02113,0.56751,N/A,26.16,38.63,17444999168
AMT,American Tower Corporation,Real Estate,REIT - Specialty,United States,USD,NYQ,https://www.americantower.com,201.15,93995180032,142098022400,48.586956,29.35969,N/A,25.811625,8.4167,7.793,23.926,N/A,N/A,0.62377,0.70855004,0.45165002,0.09942,6.48,0.0322,1.5807,2.4,1728432000,4893250048,5233399808,2150299904,4.602,44781301760,N/A,439.338,0.481,0.419,0.842,243.56,170.46,2233876,1759267,N/A,0.0002515316,0.00141,0.94036,2.43,260.0,219.0,241.10526,1.90909,19,0.04454,0.17691,20.399,4.14,6.79,11167699968
AMTM,"Amentum Holdings, Inc.",Industrials,Specialty Business Services,United States,USD,NYQ,https://www.amentum.com,21.94,5907718144,N/A,13.059525,N/A,N/A,N/A,1.0519441,N/A,N/A,-0.031,N/A,0.0771,0.14138,0.062589996,0.045760002,N/A,N/A,N/A,N/A,N/A,N/A,352000000,196000000,N/A,94000000,N/A,2.891,2.086,2.033,N/A,34.5,21.3212,2696410,4277524,N/A,-0.22839713,0.37018,0.41347998,0.72,31.0,31.0,31.0,N/A,1,N/A,N/A,N/A,1.68,N/A,5616000000
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,United States,USD,NMS,https://www.aboutamazon.com,204.61,2161192992768,2191361703936,43.72009,33.257103,N/A,8.298925,3.4850757,24.655,59.486,0.11,0.521,0.17994,0.48406,0.109589994,0.080419995,N/A,N/A,N/A,N/A,N/A,54328250368,112706002944,88050999296,8.374,158534991872,N/A,61.175,1.089,0.827,1.146,215.9,142.81,37509865,30846395,N/A,0.37482107,0.10143,0.64008003,2.37,285.0,180.0,234.13594,1.37313,64,0.07069,0.22558,19.639,4.68,6.15,620127977472
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,United States,USD,NYQ,https://www.arista.com,377.7,118952845312,109317193728,45.233532,38.58913,N/A,12.861814,17.987328,29.366,21.114,0.2,0.355,0.42844,0.6441,0.43362,0.40293998,N/A,N/A,N/A,N/A,N/A,2425385728,3203736064,7428387840,23.587,69800000,N/A,0.755,4.468,3.516,1.077,431.97,210.69,1739903,3220959,N/A,0.7018237,0.18159,0.69894,1.81,500.0,300.0,424.29523,1.91667,21,0.15884,0.33833998,38.582,8.35,9.73,6613147136
ANSS,"ANSYS, Inc.",Technology,Software - Application,United States,USD,NMS,https://www.ansys.com,339.52,29691023360,28990670848,52.31433,30.692932,N/A,5.092316,12.0316515,66.673,28.309,0.312,1.284,0.33882,0.92314005,0.26838,0.23008,N/A,N/A,N/A,N/A,N/A,732716608,770489024,1295268992,14.812,867774976,N/A,14.888,3.112,3.027,1.111,364.31,275.81,406236,361555,N/A,0.12689269,0.00409,0.96452004,4.07,375.0,327.0,352.875,2.84615,8,0.06086,0.10479999,34.673,6.49,11.01,2467742976
AON,Aon plc,Financial Services,Insurance Brokers,Ireland,USD,NYQ,https://www.aon.com,379.15,81997250560,99129360384,32.46147,21.770273,N/A,13.146215,5.493585,28.841,71.993,0.26,-0.296,0.28775,0.46858,0.19162,0.16320999,2.7,0.0070999996,0.2209,0.78,1730419200,3086500096,3096000000,1178000000,5.447,18001000448,N/A,274.699,1.07,0.238,0.909,389.21,268.06,919171,688152,N/A,0.15663564,0.030280001,0.88494,4.75,432.0,313.0,383.0,2.73684,18,0.05684,0.82182,23.08,11.68,17.39,14926000128
AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,https://www.aosmith.com,71.41,10354094080,10349022208,18.84169,17.514084,N/A,5.402073,2.6591232,13.219,26.508,-0.037,-0.089,0.20778999,0.38209,0.17793,0.14413,1.36,0.019,0.3377,1.73,1730332800,403024992,591200000,255600000,1.763,143200000,N/A,7.471,1.673,0.964,1.169,92.45,71.04,1022411,703471,N/A,-0.049156547,0.00735,0.97042,2.89,95.0,68.89,82.189,2.78571,10,0.14337,0.29544002,12.791,3.79,4.07,3893799936
APA,APA Corporation,Energy,Oil & Gas E&P,United States,USD,NMS,https://www.apacorp.com,21.92,8109238272,15761019904,3.1136365,6.0662584,N/A,1.5855335,0.9055543,13.825,26.553,0.104,N/A,0.5636,0.69949996,-0.089049995,0.24824,1.0,0.0456,0.142,2.7,1729555200,786875008,3614000128,64000000,0.173,6470000128,N/A,105.032,1.238,0.587,3.246,37.82,21.15,6321541,7126516,N/A,-0.38566738,0.00409,0.86556,2.96,49.0,23.0,32.84467,2.67742,30,0.07833,0.6186,3.123,7.04,2.75,8954999808
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,United States,USD,NYQ,https://www.airproducts.com,328.0,72918990848,86546612224,19.014492,23.065308,N/A,4.285677,6.0260644,76.534,54.385,-0.001,1.81,0.35507,0.32493,0.25791,0.31636,7.08,0.0216,0.4095,2.26,1727740800,-3224012544,3646700032,2984699904,13.408,14905799680,N/A,79.822,1.522,1.296,0.826,332.43,212.24,1376298,1881508,N/A,0.19550073,0.00356,0.90086997,2.33,380.0,275.0,340.2076,2.04348,21,0.049689997,0.2258,20.143,17.25,14.17,12100599808
APH,Amphenol Corporation,Technology,Electronic Components,United States,USD,NYQ,https://www.amphenol.com,70.98,85574197248,88223326208,40.56,32.98465,N/A,9.051263,6.012633,7.842,11.851,0.262,0.171,0.25198,0.33568,0.21865,0.15403,0.66,0.0093,0.28370002,0.94,1734393600,1660737536,2809400064,1583299968,1.313,5484100096,N/A,57.565,1.992,1.208,1.238,74.7,44.815,6713085,3365901,N/A,0.5513376,0.0053399997,0.94087,1.45,87.0,63.0,75.80889,2.0,18,0.1076,0.25293,24.6,1.75,2.16,14232399872
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,USD,NYQ,https://www.aptiv.com,52.11,12247726080,20805711872,5.8028955,7.334623,N/A,1.3786808,0.620924,37.797,73.625,-0.051,-0.743,0.15376,0.18788,0.11022,0.122889996,N/A,N/A,N/A,1.16,1580774400,1054374976,2010000000,1844999936,7.85,10087000064,N/A,109.665,1.497,1.031,1.817,91.66,51.47,3617065,3575410,N/A,-0.35428149,0.0050700004,1.12156,7.07,105.0,53.0,78.02,2.0,22,0.05353,0.24212,6.86,8.98,6.98,19725000704
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,United States,USD,NYQ,https://www.are.com,104.49,18260881408,35651637248,63.713413,40.37543,N/A,0.9879356,5.918381,105.766,17.962,0.109,6.484,0.61745,0.71103996,0.27855,0.09618,5.2,0.0498,3.1341,3.15,1727654400,1365915392,1658962944,562606016,3.219,13339938816,N/A,58.757,2.771,2.62,1.176,135.45,103.01,1192474,1003186,N/A,0.006023526,0.009380001,0.94431996,2.21,186.0,112.0,129.23077,2.38462,13,0.01397,0.02132,18.714,1.64,3.44,3085452032
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,USD,NYQ,https://www.atmosenergy.com,146.78,22785097728,29742475264,21.490482,19.117554,N/A,1.8701663,5.5642824,78.485,27.161,0.059,0.148,0.48645002,0.57717997,0.32149,0.2509,3.48,0.023699999,0.4714,2.45,1732492800,-1562511872,1641298944,948171008,6.108,7876078080,N/A,64.648,1.735,1.36,0.672,148.39,110.46,810682,880708,N/A,0.30004418,0.00307,1.0007399,7.09,156.0,115.0,143.25,2.41667,10,0.03579,0.090179995,14.931,6.83,7.14,4094885120
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,United States,USD,NYQ,https://www.avalonbay.com,229.38,32626321408,40546758656,31.336065,41.501194,N/A,2.7415829,11.150444,83.667,20.613,0.094,1.161,0.61792,0.64382005,0.33742002,0.35606998,6.8,0.0296,0.9221,3.39,1735603200,1027322368,1625251968,564664000,3.975,8550663168,N/A,71.946,1.611,0.698,0.985,236.26,169.37,726679,353728,N/A,0.3286575,0.00328,0.95469004,4.4,270.0,220.0,237.3,2.43478,20,0.02874,0.08808,22.426,7.32,5.54,2926010880
AVGO,Broadcom Inc.,Technology,Semiconductors,United States,USD,NMS,https://www.broadcom.com,165.35,772280483840,97337851904,133.34677,26.687649,N/A,2.792084,16.496433,59.221,10.429,0.164,1.881,0.49040002,0.74713,0.31765,0.108830005,2.12,0.0128,1.6438,2.73,1726704000,25984124928,19185999872,11105000448,27.019,40456998912,N/A,166.032,1.038,0.841,1.187,186.42,90.31,23995952,16658136,N/A,0.7044239,0.02044,0.78853,3.55,240.0,155.0,193.48595,1.42857,37,0.077010006,0.12509,4.24,1.24,6.17,46814998528
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,United States,USD,NYQ,https://www.averydennison.com,197.0,15828240384,18841796608,23.64946,18.600435,N/A,6.6196237,1.8234249,29.76,107.765,0.041,0.316,0.16316,0.29002002,0.12810001,0.077649996,3.52,0.0179,0.4058,1.59,1733270400,670400000,899500032,250600000,3.119,3158899968,N/A,131.956,0.921,0.545,0.896,233.48,187.93,506639,557945,N/A,0.04483664,0.0076,0.94695,3.96,275.0,169.0,229.93231,2.14286,13,0.08507,0.30241,13.304,8.33,10.52,8680500224
